"","palabra"
"1712","ne"
"1713","que"
"1714","qui"
"1715","ab"
"1716","ego"
"1717","sum"
"1718","aut"
"1719","nam"
"1720","teneo"
"1721","greek.expression"
"1722","Sulpicius"
"1723","greek.expression"
"1724","greek.expression"
"1725","ut"
"1726","greek.expression"
"1727","greek.expression"
"1728","cum"
"1729","video"
"1730","dico"
"1731","et"
"1732","sum"
"1733","apud"
"1734","greek.expression"
"1735","greek.expression"
"1736","qui"
"1737","cum"
"1738","is"
"1739","greek.expression"
"1740","greek.expression"
"1741","quam"
"1742","M."
"1743","Marcellus"
"1744","capio"
"1745","Syracusae"
"1746","ex"
"1747","atque"
"1748","greek.expression"
"1749","cum"
"1750","alius"
"1751","ex"
"1752","greek.expression"
"1753","iusso"
"1754","qui"
"1755","ego"
"1756","cum"
"1757","propter"
"1758","Archimedus"
"1759","greek.expression"
"1760","ipse"
"1761","non"
"1762","sum"
"1763","sum"
"1764","enim"
"1765","et"
"1766","in"
"1767","greek.expression"
"1768","quam"
"1769","ab"
"1770","idem"
"1771","Archimedes"
"1772","facio"
"1773","posuero"
"1774","in"
"1775","Marcellus"
"1776","greek.expression"
"1777","sed"
"1778","posteaquam"
"1779","coepi"
"1780","hic"
"1781","sciente"
"1782","gallus"
"1783","greek.expression"
"1784","multus"
"1785","in"
"1786","Siculus"
"1787","greek.expression"
"1788","quam"
"1789","video"
"1790","fero"
"1791","greek.expression"
"1792","iudico"
"1793","fuisse."
"1794","dico"
"1795","enim"
"1796","ille"
"1797","solidus"
"1798","atque"
"1799","sum"
"1800","greek.expression"
"1801","et"
"1802","is"
"1803","ab"
"1804","Milesius"
"1805","primum"
"1806","sum"
"1807","greek.expression"
"1808","post"
"1809","autem"
"1810","ab"
"1811","Eudoxus"
"1812","greek.expression"
"1813","greek.expression"
"1814","ut"
"1815","greek.expression"
"1816","greek.expression"
"1817","idem"
"1818","greek.expression"
"1819","qui"
"1820","greek.expression"
"1821","sum"
"1822","qui"
"1823","omnis"
"1824","et"
"1825","ab"
"1826","Eudoxus"
"1827","post"
"1828","non"
"1829","greek.expression"
"1830","sed"
"1831","quidam"
"1832","greek.expression"
"1833","autem"
"1834","greek.expression"
"1835","in"
"1836","qui"
"1837","et"
"1838","ineo"
"1839","et"
"1840","is"
"1841","quinque"
"1842","greek.expression"
"1843","qui"
"1844","erro"
"1845","et"
"1846","quasi"
"1847","vaga"
"1848","greek.expression"
"1849","in"
"1850","ille"
"1851","non"
"1852","possum"
"1853","greek.expression"
"1854","atque"
"1855","in"
"1856","is"
"1857","admiror"
"1858","sum"
"1859","greek.expression"
"1860","qui"
"1861","greek.expression"
"1862","quemadmodum"
"1863","ad"
"1864","in"
"1865","et"
"1866","servo"
"1867","unus"
"1868","hic"
"1869","cum"
"1870","greek.expression"
"1871","greek.expression"
"1872","ut"
"1873","totidem"
"1874","in"
"1875","greek.expression"
"1876","quot"
"1877","in"
"1878","ipse"
"1879","greek.expression"
"1880","greek.expression"
"1881","ex"
"1882","qui"
"1883","et"
"1884","in"
"1885","fio"
"1886","idem"
"1887","ille"
"1888","et"
"1889","incido"
"1890","tum"
"1891","in"
"1892","is"
"1893","greek.expression"
"1894","qui"
"1895","sum"
"1896","greek.expression"
"1897","cum"
"1898","ex"
"1899","greek.expression"
"1900","qui"
"1901","et"
"1902","diligo"
"1903","et"
"1904","in"
"1905","Paulus"
"1906","et"
"1907","sum"
"1908","greek.expression"
"1909","memini"
"1910","ego"
"1911","admodum"
"1912","greek.expression"
"1913","cum"
"1914","in"
"1915","Macedonia"
"1916","sum"
"1917","et"
"1918","sum"
"1919","in"
"1920","greek.expression"
"1921","perturbo"
"1922","et"
"1923","greek.expression"
"1924","qui"
"1925","subito"
"1926","cando"
"1927","et"
"1928","greek.expression"
"1929","tum"
"1930","greek.expression"
"1931","cum"
"1932","sum"
"1933","fere"
"1934","greek.expression"
"1935","quam"
"1936","sum"
"1937","greek.expression"
"1938","haud"
"1939","dubito"
"1940","postridie"
"1941","palam"
"1942","in"
"1943","doceo"
"1944","nullus"
"1945","sum"
"1946","greek.expression"
"1947","is"
"1948","que"
"1949","et"
"1950","tum"
"1951","facio"
"1952","sum"
"1953","et"
"1954","sum"
"1955","semper"
"1956","greek.expression"
"1957","cum"
"1958","ita"
"1959","locascor"
"1960","greek.expression"
"1961","ut"
"1962","non"
"1963","possum"
"1964","attingere."
"1965","Ain"
"1966","inquam"
"1967","doceo"
"1968","possum"
"1969","paene"
"1970","et"
"1971","apud"
"1972","audeo"
"1973","abhorreo"
"1974","ab"
"1975","enim"
"1976","greek.expression"
"1977","quod"
"1978","perturbo"
"1979","que"
"1980","deiecerat."
"1981","atque"
"1982","is"
"1983","etiam"
"1984","ille"
"1985","greek.expression"
"1986","qui"
"1987","et"
"1988","inter"
"1989","se"
"1990","greek.expression"
"1991","Pericles"
"1992","greek.expression"
"1993","et"
"1994","et"
"1995","et"
"1996","greek.expression"
"1997","cum"
"1998","facio"
"1999","sum"
"2000","repente"
"2001","greek.expression"
"2002","doceo"
"2003","greek.expression"
"2004","is"
"2005","qui"
"2006","ipse"
"2007","ab"
"2008","greek.expression"
"2009","qui"
"2010","greek.expression"
"2011","greek.expression"
"2012","certe"
"2013","fio"
"2014","et"
"2015","greek.expression"
"2016","cum"
"2017","se"
"2018","sub"
"2019","greek.expression"
"2020","etsi"
"2021","non"
"2022","omnis"
"2023","greek.expression"
"2024","tamen"
"2025","is"
"2026","fio"
"2027","non"
"2028","possum"
"2029","nisi"
"2030","certus"
"2031","intermenstruo"
"2032","tempore."
"2033","qui"
"2034","cum"
"2035","disputo"
"2036","que"
"2037","greek.expression"
"2038","libero"
"2039","sum"
"2040","enim"
"2041","tum"
"2042","et"
"2043","greek.expression"
"2044","soleo"
"2045","greek.expression"
"2046","qui"
"2047","Milesius"
"2048","primum"
"2049","video"
"2050","greek.expression"
"2051","is"
"2052","autem"
"2053","postea"
"2054","ne"
"2055","quidem"
"2056","Ennius"
"2057","qui"
"2058","ut"
"2059","greek.expression"
"2060","fere"
"2061","post"
"2062","Roma"
"2063","condo"
"2064","atque"
"2065","hic"
"2066","in"
"2067","insum"
"2068","atque"
"2069","greek.expression"
"2070","ut"
"2071","ex"
"2072","greek.expression"
"2073","qui"
"2074","apud"
"2075","Ennius"
"2076","et"
"2077","in"
"2078","consigno"
"2079","greek.expression"
"2080","reputo"
"2081","sum"
"2082","usque"
"2083","ad"
"2084","greek.expression"
"2085","qui"
"2086","calendar"
"2087","sum"
"2088","regno"
"2089","qui"
"2090","quidem"
"2091","Romulus"
"2092","tenebrae"
"2093","etiam"
"2094","si"
"2095","ad"
"2096","greek.expression"
"2097","tamen"
"2098","in"
"2099","dico"
"2100","sustulisse."
"2101","tum"
"2102","greek.expression"
"2103","greek.expression"
"2104","qui"
"2105","paulo"
"2106","ante"
"2107","secus"
"2108","tu"
"2109","greek.expression"
"2110","greek.expression"
"2111","qui"
"2112","video"
"2113","ceteri."
"2114","quis"
"2115","porro"
"2116","aut"
"2117","puto"
"2118","in"
"2119","greek.expression"
"2120","qui"
"2121","greek.expression"
"2122","aut"
"2123","greek.expression"
"2124","qui"
"2125","greek.expression"
"2126","quis"
"2127","sum"
"2128","greek.expression"
"2129","aut"
"2130","greek.expression"
"2131","qui"
"2132","greek.expression"
"2133","quam"
"2134","sum"
"2135","greek.expression"
"2136","primum"
"2137","greek.expression"
"2138","deinde"
"2139","is"
"2140","greek.expression"
"2141","quam"
"2142","greek.expression"
"2143","quamque"
"2144","nos"
"2145","in"
"2146","is"
"2147","adfingo"
"2148","spero"
"2149","tamen"
"2150","volito"
"2151","et"
"2152","vagor"
"2153","vero"
"2154","et"
"2155","et"
"2156","et"
"2157","atque"
"2158","aurum"
"2159","qui"
"2160","ne"
"2161","que"
"2162","puto"
"2163","ne"
"2164","que"
"2165","appello"
"2166","greek.expression"
"2167","quod"
"2168","is"
"2169","video"
"2170","is"
"2171","greek.expression"
"2172","exiguus"
"2173","greek.expression"
"2174","greek.expression"
"2175","saepe"
"2176","etiam"
"2177","in"
"2178","greek.expression"
"2179","quam"
"2180","sum"
"2181","hic"
"2182","qui"
"2183","vere"
"2184","licet"
"2185","non"
"2186","greek.expression"
"2187","sed"
"2188","sapiens"
"2189","pro"
"2190","greek.expression"
"2191","ne"
"2192","que"
"2193","greek.expression"
"2194","sed"
"2195","greek.expression"
"2196","qui"
"2197","veto"
"2198","ullus"
"2199","sum"
"2200","quisquam"
"2201","nisi"
"2202","greek.expression"
"2203","qui"
"2204","tracto"
"2205","et"
"2206","utor"
"2207","qui"
"2208","que"
"2209","in"
"2210","greek.expression"
"2211","non"
"2212","in"
"2213","expeto"
"2214","greek.expression"
"2215","greek.expression"
"2216","non"
"2217","aut"
"2218","adpeto"
"2219","qui"
"2220","greek.expression"
"2221","ut"
"2222","Africanus"
"2223","scribo"
"2224","Cato"
"2225","soleo"
"2226","sum"
"2227","greek.expression"
"2228","possum"
"2229","de"
"2230","se"
"2231","greek.expression"
"2232","numquam"
"2233","se"
"2234","multus"
"2235","greek.expression"
"2236","quam"
"2237","cum"
"2238","greek.expression"
"2239","numquam"
"2240","minus"
"2241","solum"
"2242","greek.expression"
"2243","quam"
"2244","cum"
"2245","quis"
"2246","enim"
"2247","puto"
"2248","vere"
"2249","possum"
"2250","multus"
"2251","egeo"
"2252","Dionysius"
"2253","greek.expression"
"2254","cum"
"2255","molior"
"2256","eripuo"
"2257","greek.expression"
"2258","quam"
"2259","is"
"2260","greek.expression"
"2261","cum"
"2262","iste"
"2263","ipse"
"2264","greek.expression"
"2265","cum"
"2266","ago"
"2267","greek.expression"
"2268","qui"
"2269","modo"
"2270","quis"
"2271","autem"
"2272","non"
"2273","magis"
"2274","greek.expression"
"2275","qui"
"2276","in"
"2277","greek.expression"
"2278","conloquor"
"2279","greek.expression"
"2280","non"
"2281","greek.expression"
"2282","quam"
"2283","qui"
"2284","nullus"
"2285","vel"
"2286","se"
"2287","cum"
"2288","ipse"
"2289","loquor"
"2290","vel"
"2291","quasi"
"2292","doctissimus"
"2293","in"
"2294","greek.expression"
"2295","cum"
"2296","is"
"2297","invenio"
"2298","que"
"2299","se"
"2300","quis"
"2301","vero"
"2302","puto"
"2303","qui"
"2304","greek.expression"
"2305","qui"
"2306","greek.expression"
"2307","qui"
"2308","quidem"
"2309","greek.expression"
"2310","aut"
"2311","quam"
"2312","greek.expression"
"2313","qui"
"2314","greek.expression"
"2315","qui"
"2316","greek.expression"
"2317","greek.expression"
"2318","aut"
"2319","greek.expression"
"2320","quam"
"2321","qui"
"2322","sum"
"2323","omnis"
"2324","greek.expression"
"2325","aut"
"2326","greek.expression"
"2327","quam"
"2328","qui"
"2329","is"
"2330","greek.expression"
"2331","qui"
"2332","greek.expression"
"2333","ut"
"2334","greek.expression"
"2335","vel"
"2336","ex"
"2337","possum"
"2338","qui"
"2339","autem"
"2340","greek.expression"
"2341","qui"
"2342","greek.expression"
"2343","qui"
"2344","possum"
"2345","sum"
"2346","praestantus"
"2347","quam"
"2348","despicio"
"2349","et"
"2350","duco"
"2351","umquam"
"2352","nisi"
"2353","et"
"2354","qui"
"2355","persuadeo"
"2356","sum"
"2357","apello"
"2358","greek.expression"
"2359","sum"
"2360","greek.expression"
"2361","qui"
"2362","sum"
"2363","ut"
"2364","ego"
"2365","Plato"
"2366","greek.expression"
"2367","sive"
"2368","quis"
"2369","dico"
"2370","greek.expression"
"2371","perelego"
"2372","sum"
"2373","qui"
"2374","cum"
"2375","ex"
"2376","ad"
"2377","et"
"2378","in"
"2379","greek.expression"
"2380","timeo"
"2381","propter"
"2382","animadverto"
"2383","dico"
"2384","in"
"2385","geometrica"
"2386","quidam"
"2387","sum"
"2388","qui"
"2389","ut"
"2390","greek.expression"
"2391","greek.expression"
"2392","ut"
"2393","sum"
"2394","video"
"2395","enim"
"2396","se"
"2397","qui"
"2398","videlicet"
"2399","non"
"2400","ex"
"2401","greek.expression"
"2402","quam"
"2403","greek.expression"
"2404","sed"
"2405","ex"
"2406","greek.expression"
"2407","quamobrem"
"2408","ob"
"2409","greek.expression"
"2410","greek.expression"
"2411","semper"
"2412","ego"
"2413","et"
"2414","et"
"2415","erudo"
"2416","et"
"2417","tum"
"2418","non"
"2419","audeo"
"2420","greek.expression"
"2421","greek.expression"
"2422","ad"
"2423","greek.expression"
"2424","greek.expression"
"2425","greek.expression"
"2426","ne"
"2427","que"
"2428","tam"
"2429","tu"
"2430","aut"
"2431","Philus"
"2432","aut"
"2433","Manilius"
"2434","in"
"2435","ipse"
"2436","sum"
"2437","ille"
"2438","greek.expression"
"2439","ad"
"2440","greek.expression"
"2441","qui"
"2442","'egregies"
"2443","greek.expression"
"2444","et"
"2445","greek.expression"
"2446","sum"
"2447","et"
"2448","ab"
"2449","Ennius"
"2450","dico"
"2451","greek.expression"
"2452","non"
"2453","quod"
"2454","is"
"2455","greek.expression"
"2456","qui"
"2457","numquam"
"2458","greek.expression"
"2459","sed"
"2460","quod"
"2461","is"
"2462","greek.expression"
"2463","qui"
"2464","greek.expression"
"2465","qui"
"2466","greek.expression"
"2467","et"
"2468","et"
"2469","greek.expression"
"2470","contra"
"2471","disputo"
"2472","in"
"2473","semper"
"2474","sum"
"2475","de"
"2476","Iphigenia"
"2477","atque"
"2478","idem"
"2479","enim"
"2480","audio"
"2481","et"
"2482","Zethus"
"2483","Pacuvius"
"2484","nimis"
"2485","sum"
"2486","magis"
"2487","is"
"2488","delecto"
"2489","Neoptolo"
"2490","greek.expression"
"2491","qui"
"2492","se"
"2493","aio"
"2494","'philosopho"
"2495","greek.expression"
"2496","sed"
"2497","nam"
"2498","omnino"
"2499","haud"
"2500","placere'."
"2501","Quodsius"
"2502","vos"
"2503","greek.expression"
"2504","sum"
"2505","et"
"2506","transfundo"
"2507","greek.expression"
"2508","qui"
"2509","vel"
"2510","ad"
"2511","vel"
"2512","etiam"
"2513","ad"
"2514","ipse"
"2515","confero"
"2516","possumus."
"2517","quidem"
"2518","greek.expression"
"2519","si"
"2520","modo"
"2521","greek.expression"
"2522","ut"
"2523","paulum"
"2524","acuo"
"2525","et"
"2526","tamquam"
"2527","inriteo"
"2528","greek.expression"
"2529","qui"
"2530","facile"
"2531","possum"
"2532","tum"
"2533","non"
"2534","ab"
"2535","greek.expression"
"2536","greek.expression"
"2537","sed"
"2538","greek.expression"
"2539","qui"
"2540","tu"
"2541","sum"
"2542","greek.expression"
"2543","dica"
"2544","mehercule"
"2545","hercule"
"2546","et"
"2547","contemno"
"2548","ab"
"2549","tu"
"2550","greek.expression"
"2551","cum"
"2552","tu"
"2553","de"
"2554","Scipio"
"2555","greek.expression"
"2556","ego"
"2557","autem"
"2558","greek.expression"
"2559","qui"
"2560","video"
"2561","ante"
"2562","greek.expression"
"2563","magis"
"2564","puto"
"2565","calendquaerendar"
"2566","quis"
"2567","enim"
"2568","ego"
"2569","greek.expression"
"2570","Paulus"
"2571","greek.expression"
"2572","hic"
"2573","greek.expression"
"2574","in"
"2575","atque"
"2576","in"
"2577","hic"
"2578","tam"
"2579","greek.expression"
"2580","greek.expression"
"2581","quomodo"
"2582","modo"
"2583","duo"
"2584","solis"
"2585","viso"
"2586","greek.expression"
"2587","non"
"2588","greek.expression"
"2589","cur"
"2590","in"
"2591","unus"
"2592","duo"
"2593","et"
"2594","duo"
"2595","paene"
"2596","iam"
"2597","greek.expression"
"2598","ut"
"2599","greek.expression"
"2600","Tiberius"
"2601","Gracchus"
"2602","et"
"2603","iam"
"2604","ante"
"2605","ille"
"2606","divido"
"2607","unus"
"2608","in"
"2609","duo"
"2610","autem"
"2611","et"
"2612","Scipio"
"2613","facio"
"2614","ab"
"2615","greek.expression"
"2616","Crassus"
"2617","et"
"2618","Appius"
"2619","Claudius"
"2620","teneo"
"2621","nihilum"
"2622","minus"
"2623","morior"
"2624","dissido"
"2625","ab"
"2626","vos"
"2627","Metellus"
"2628","et"
"2629","greek.expression"
"2630","Mucius"
"2631","ne"
"2632","que"
"2633","greek.expression"
"2634","qui"
"2635","unus"
"2636","greek.expression"
"2637","concito"
"2638","et"
"2639","greek.expression"
"2640","greek.expression"
"2641","cottidie"
"2642","novus"
"2643","greek.expression"
"2644","perturbo"
"2645","tam"
"2646","periculosus"
"2647","subvenio"
"2648","Quam"
"2649","ob"
"2650","greek.expression"
"2651","si"
"2652","ego"
"2653","greek.expression"
"2654","greek.expression"
"2655","ne"
"2656","aut"
"2657","enim"
"2658","nullus"
"2659","sum"
"2660","greek.expression"
"2661","aut"
"2662","sum"
"2663","greek.expression"
"2664","ut"
"2665","video"
"2666","greek.expression"
"2667","modo"
"2668","ne"
"2669","sum"
"2670","greek.expression"
"2671","aut"
"2672","scio"
"2673","istarus"
"2674","greek.expression"
"2675","etiam"
"2676","si"
"2677","magis"
"2678","greek.expression"
"2679","ne"
"2680","que"
"2681","ob"
"2682","is"
"2683","ne"
"2684","que"
"2685","sum"
"2686","vero"
"2687","et"
"2688","ut"
"2689","unus"
"2690","greek.expression"
"2691","et"
"2692","fio"
"2693","greek.expression"
"2694","et"
"2695","permoleror"
"2696","greek.expression"
"2697","nisi"
"2698","greek.expression"
"2699","et"
"2700","secus"
"2701","sum"
"2702","scio"
"2703","et"
"2704","greek.expression"
"2705","si"
"2706","is"
"2707","effigo"
"2708","greek.expression"
"2709","et"
"2710","bene"
"2711","nos"
"2712","sum"
"2713","vicio"
"2714","et"
"2715","greek.expression"
"2716","tum"
"2717","quis"
"2718","sum"
"2719","igitur"
"2720","greek.expression"
"2721","greek.expression"
"2722","disco"
"2723","greek.expression"
"2724","ut"
"2725","efficio"
"2726","possum"
"2727","greek.expression"
"2728","qui"
"2729","is"
"2730","greek.expression"
"2731","qui"
"2732","greek.expression"
"2733","ut"
"2734","is"
"2735","enim"
"2736","sum"
"2737","que"
"2738","vel"
"2739","vel"
"2740","quamobrem"
"2741","ob"
"2742","greek.expression"
"2743","ut"
"2744","hic"
"2745","nos"
"2746","ad"
"2747","potissimum"
"2748","greek.expression"
"2749","Scipio"
"2750","greek.expression"
"2751","ut"
"2752","greek.expression"
"2753","qui"
"2754","existimo"
"2755","sum"
"2756","deinde"
"2757","alius"
"2758","qui"
"2759","cognosco"
"2760","spero"
"2761","nos"
"2762","ad"
"2763","ipse"
"2764","pervenio"
"2765","is"
"2766","que"
"2767","greek.expression"
"2768","qui"
"2769","nunc"
"2770","greek.expression"
"2771","greek.expression"
"2772","sum"
"2773","greek.expression"
"2774","qui"
"2775","malo"
"2776","adsimulo"
"2777","rempublicam.Quo"
"2778",","
"2779","si"
"2780","greek.expression"
"2781","deduco"
"2782","de"
"2783","ad"
"2784","hic"
"2785","non"
"2786","solum"
"2787","ob"
"2788","is"
"2789","fio"
"2790","greek.expression"
"2791","qui"
"2792","sum"
"2793","de"
"2794","potissimum"
"2795","greek.expression"
"2796","sed"
"2797","etiam"
"2798","quod"
"2799","meminera"
"2800","persaepio"
"2801","tu"
"2802","cum"
"2803","Panaetius"
"2804","dissero"
